contest	year	month	day	time	viewers	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalDiff	guestTotalGoalDiff	homeTeamGoalsDiffAtHome	homeTeamGoalsDiffAway	guestTeamGoalsDiffAtHome	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
Europa League  Europa League	2018	10	Do	0.788194444	24085	5	Red Bull Salzburg	Celtic Glasgow	2	2.5	0	1.714285714	2.444444444	0	0	2.75	0	352
Europa League  Europa League	2018	10	Do	0.875	47543	5	Glasgow Rangers	SK Rapid Wien	2	0	0.625	0	0	0.75	0.5	0	1.375	353
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	3712	6	SC Rheindorf Altach	FK Austria Wien	2	0.636363636	0.727272727	-1	0.833333333	1	0.5	1	2	354
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	3187	7	SKN St. Pölten	FC Admira Wacker Mödling	0	1.909090909	-1.333333333	0.8	2.666666667	-1.5	-1.166666667	2.363636364	0.583333333	355
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	3213	7	Wolfsberger AC	TSV Hartberg	-1	1.454545455	-0.363636364	0.8	0.833333333	0.5	-1.4	1.818181818	0.909090909	356
Bundesliga  Bundesliga	2018	10	So	0.708333333	11147	7	SK Sturm Graz	Red Bull Salzburg	-1	0.333333333	2.117647059	-0.666666667	-0.777777778	1.75	2.444444444	1.066666667	2.764705882	357
Bundesliga  Bundesliga	2018	10	So	0.604166667	3873	7	FC Wacker Innsbruck	LASK	1	0.727272727	1.6	-1	-0.142857143	1.333333333	1.777777778	1.090909091	2.333333333	358
Bundesliga  Bundesliga	2018	10	So	0.604166667	18200	3	SK Rapid Wien	SV Mattersburg	1	1.235294118	-0.727272727	0.75	0.222222222	-1.8	0.166666667	1.294117647	1.272727273	359
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	11033	13	Red Bull Salzburg	FC Wacker Innsbruck	0	2.444444444	-0.333333333	1.75	2.3	-0.6	-0.142857143	2.777777778	1.25	360
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	5089	13	LASK	SC Rheindorf Altach	0	1.875	0.166666667	1.333333333	1.5	-0.5	0.833333333	2.1875	1.166666667	361
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	5024	13	TSV Hartberg	SK Rapid Wien	3	0.916666667	0.5	0.5	-1	0.777777778	0.222222222	1.083333333	1.388888889	362
Bundesliga  Bundesliga	2018	10	So	0.708333333	11265	15	FK Austria Wien	SK Sturm Graz	0	0.916666667	-0.75	1	0.142857143	-0.714285714	-0.777777778	1.833333333	1	363
Bundesliga  Bundesliga	2018	10	So	0.604166667	1800	15	SV Mattersburg	SKN St. Pölten	2	0.166666667	1.666666667	-1.8	0	0.666666667	2.666666667	1.166666667	2.25	364
Bundesliga  Bundesliga	2018	10	So	0.604166667	1700	15	FC Admira Wacker Mödling	Wolfsberger AC	0	-0.307692308	0.666666667	-1.5	-1	0.5	0.833333333	0.615384615	1.666666667	365
Europa League  Europa League	2018	10	Do	0.788194444	20639	5	Red Bull Salzburg	Rosenborg BK	3	2.315789474	0	1.555555556	2.3	0	0	2.684210526	0	366
Europa League  Europa League	2018	10	Do	0.875	14158	5	FC Villarreal	SK Rapid Wien	5	0	0.315789474	0	0	0.777777778	-0.1	0	1.315789474	367
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	5532	6	FC Wacker Innsbruck	FK Austria Wien	0	0.769230769	0.461538462	-0.6	-0.125	0.833333333	0.142857143	1.230769231	1.769230769	368
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	5024	6	TSV Hartberg	SK Sturm Graz	2	1.076923077	-0.705882353	0.857142857	-1	-0.714285714	-0.7	1.230769231	1	369
Bundesliga  Bundesliga	2018	10	Sa	0.708333333	1600	6	SV Mattersburg	SC Rheindorf Altach	0	0.307692308	0.153846154	-1.166666667	0	-0.5	0.714285714	1.307692308	1.153846154	370
Bundesliga  Bundesliga	2018	10	So	0.708333333	6009	3	LASK	Red Bull Salzburg	0	1.764705882	2	1.142857143	1.5	1.7	2.3	2.117647059	2.7	371
Bundesliga  Bundesliga	2018	10	So	0.604166667	2586	7	Wolfsberger AC	SKN St. Pölten	1	1.153846154	1.384615385	0.5	0.714285714	0.666666667	2	1.615384615	2.076923077	372
Bundesliga  Bundesliga	2018	10	So	0.604166667	14600	3	SK Rapid Wien	FC Admira Wacker Mödling	2	1.1	-1.142857143	0.777777778	-0.545454545	-1.285714286	-1	1.25	0.642857143	373
ÖFB-Cup  ÖFB-Cup	2018	10	Di	0.847222222	7212	3	FK Austria Wien	Floridsdorfer AC	2	0.785714286	0	0.833333333	0.125	0	0	1.714285714	0	374
ÖFB-Cup  ÖFB-Cup	2018	10	Di	0.75	1467	3	TSV Hartberg	FC Wacker Innsbruck	1	1.142857143	-0.285714286	1	-1	-0.5	-0.125	1.357142857	1.214285714	375
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	0.770833333	3500	3	SC Austria Lustenau	Red Bull Salzburg	-1	0	1.904761905	0	0	1.7	2.090909091	0	2.619047619	376
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	0.770833333	2243	3	SC Rheindorf Altach	LASK	-3	0.785714286	1.277777778	-0.5	0.625	1	1.5	1.142857143	2.055555556	377
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	0.791666667	720	3	SV Lafnitz	SKN St. Pölten	-1	0	1.214285714	0	0	0.666666667	1.625	0	1.928571429	378
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	0.75	3755	3	Wolfsberger AC	SK Rapid Wien	-3	1.142857143	0.142857143	0.571428571	0.714285714	0.9	-0.545454545	1.714285714	1.333333333	379
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	7867	7	SK Sturm Graz	FC Wacker Innsbruck	0	0.277777778	-0.333333333	-0.714285714	-0.818181818	-0.5	-0.222222222	0.944444444	1.133333333	380
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	4071	3	SKN St. Pölten	LASK	0	1.6	1.368421053	0.666666667	1.555555556	1	1.636363636	2	2.105263158	381
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	1900	6	FC Admira Wacker Mödling	TSV Hartberg	-1	-0.266666667	0.2	-1.285714286	-1.125	1	-1	0.6	1.466666667	382
Bundesliga  Bundesliga	2018	11	So	0.604166667	8540	5	FK Austria Wien	Wolfsberger AC	-1	0.866666667	0.4	1	0.125	0.125	0.714285714	1.8	1.6	383
Bundesliga  Bundesliga	2018	11	So	0.604166667	8652	4	Red Bull Salzburg	SV Mattersburg	1	2.318181818	-0.5	1.7	2	-1	0	2.636363636	1.285714286	384
Bundesliga  Bundesliga	2018	11	So	0.708333333	5038	4	SC Rheindorf Altach	SK Rapid Wien	0	0.533333333	0.272727273	-0.857142857	0.625	0.9	-0.25	1.066666667	1.409090909	385
Europa League  Europa League	2018	11	Do	0.875	12386	4	Rosenborg BK	Red Bull Salzburg	-3	0	1.826086957	0	-3	1.636363636	2	0	2.652173913	386
Europa League  Europa League	2018	11	Do	0.788194444	22100	4	SK Rapid Wien	FC Villarreal	0	1.260869565	5	0.9	-0.230769231	5	0	1.391304348	3	387
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	9218	7	SK Sturm Graz	SKN St. Pölten	0	0.263157895	1.125	-0.625	-0.818181818	0.571428571	1.555555556	0.947368421	1.9375	388
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	4873	7	LASK	FC Admira Wacker Mödling	4	1.75	-1.1875	1	1.5	-1.25	-1.125	2.05	0.5625	389
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	5343	7	FC Wacker Innsbruck	SC Rheindorf Altach	1	0.875	-0.0625	-0.5	-0.2	-0.75	0.625	1.125	1.0625	390
Bundesliga  Bundesliga	2018	11	So	0.708333333	10507	7	FK Austria Wien	Red Bull Salzburg	-2	0.75	1.875	0.75	0.125	1.636363636	2.076923077	1.6875	2.666666667	391
Bundesliga  Bundesliga	2018	11	So	0.604166667	5444	7	Wolfsberger AC	SK Rapid Wien	2	1	0.25	0.125	0.75	0.818181818	-0.230769231	1.6875	1.375	392
Bundesliga  Bundesliga	2018	11	So	0.604166667	2800	7	SV Mattersburg	TSV Hartberg	-1	0.333333333	0.25	-1	-0.125	1	-0.714285714	1.2	1.5625	393
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	2857	13	FC Admira Wacker Mödling	FK Austria Wien	-1	-0.235294118	0.294117647	-1.25	-1.444444444	0.444444444	0.125	0.529411765	1.588235294	394
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	4870	13	TSV Hartberg	Red Bull Salzburg	-4	1.294117647	1.88	1	-0.5	1.636363636	2.071428571	1.647058824	2.68	395
Bundesliga  Bundesliga	2018	11	Sa	0.708333333	2766	13	Wolfsberger AC	SV Mattersburg	0	1.058823529	-0.5625	0.333333333	0.75	-1	-0.125	1.764705882	1.125	396
Bundesliga  Bundesliga	2018	11	So	0.604166667	3876	15	SC Rheindorf Altach	SK Sturm Graz	-2	0.470588235	-0.7	-0.75	0.444444444	-0.555555556	-0.818181818	1	0.95	397
Bundesliga  Bundesliga	2018	11	So	0.708333333	17600	15	SK Rapid Wien	LASK	-1	1.2	1.428571429	0.818181818	-0.357142857	1.333333333	1.5	1.32	2.095238095	398
Bundesliga  Bundesliga	2018	11	So	0.604166667	2700	15	SKN St. Pölten	FC Wacker Innsbruck	2	1.411764706	-0.235294118	0.571428571	1.4	-0.285714286	-0.2	1.882352941	1.235294118	399
Europa League  Europa League	2018	11	Do	0.788194444	29520	5	Red Bull Salzburg	RasenBallsport Leipzig	1	2.423076923	-1	1.636363636	2.2	-1	0	2.692307692	0	400
Europa League  Europa League	2018	11	Do	0.701388889	20739	4	Spartak Moskau	SK Rapid Wien	-1	0	0.115384615	0	-2	0.666666667	-0.357142857	0	1.269230769	401
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	9025	7	FK Austria Wien	SKN St. Pölten	2	0.666666667	1.111111111	0.444444444	0.222222222	0.75	1.4	1.666666667	1.944444444	402
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	4957	6	LASK	TSV Hartberg	0	1.818181818	0.055555556	1.333333333	1.461538462	0.5	-0.5	2.136363636	1.555555556	403
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	1550	7	SV Mattersburg	FC Admira Wacker Mödling	0	0.352941176	-1.333333333	-1	-0.111111111	-1.222222222	-1.444444444	1.117647059	0.5	404
Bundesliga  Bundesliga	2018	12	So	0.708333333	8074	7	SK Sturm Graz	Wolfsberger AC	3	0.333333333	0.5	-0.555555556	-0.583333333	0.3	0.75	1.047619048	1.722222222	405
Bundesliga  Bundesliga	2018	12	So	0.604166667	5797	3	Red Bull Salzburg	SC Rheindorf Altach	1	2.37037037	-0.222222222	1.583333333	2.2	-0.888888889	0.444444444	2.703703704	0.944444444	406
Bundesliga  Bundesliga	2018	12	So	0.604166667	7665	3	FC Wacker Innsbruck	SK Rapid Wien	-1	0.833333333	0.148148148	-0.285714286	-0.363636364	0.666666667	-0.266666667	1.166666667	1.333333333	407
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	1900	6	FC Admira Wacker Mödling	Red Bull Salzburg	0	-0.157894737	1.892857143	-1.222222222	-1.3	1.538461538	2.2	0.526315789	2.714285714	408
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	2655	7	Wolfsberger AC	LASK	0	0.947368421	1.347826087	0.3	0.333333333	1.2	1.461538462	1.631578947	2.086956522	409
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	2143	7	SKN St. Pölten	SC Rheindorf Altach	1	1.368421053	-0.263157895	0.75	1.090909091	-0.888888889	0.3	1.842105263	0.894736842	410
Bundesliga  Bundesliga	2018	12	So	0.604166667	2700	8	SV Mattersburg	FK Austria Wien	1	0.333333333	0.421052632	-0.888888889	-0.111111111	0.6	0.222222222	1.111111111	1.736842105	411
Bundesliga  Bundesliga	2018	12	So	0.708333333	17700	7	SK Rapid Wien	SK Sturm Graz	0	1.142857143	-0.409090909	0.666666667	-0.1875	-0.2	-0.583333333	1.392857143	1.136363636	412
Bundesliga  Bundesliga	2018	12	So	0.604166667	2733	7	TSV Hartberg	FC Wacker Innsbruck	0	1.105263158	-0.368421053	0.5	-0.444444444	-0.375	-0.363636364	1.526315789	1.105263158	413
Europa League  Europa League	2018	12	Do	0.875	56578	5	Celtic Glasgow	Red Bull Salzburg	-1	1	1.827586207	0	-2	1.538461538	2.0625	0	2.655172414	414
Europa League  Europa League	2018	12	Do	0.788194444	23850	4	SK Rapid Wien	Glasgow Rangers	1	1.103448276	2	0.615384615	-0.1875	2	0	1.379310345	3	415
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	7048	6	SK Sturm Graz	FC Admira Wacker Mödling	3	0.434782609	-1.2	-0.2	-0.538461538	-1.1	-1.3	1.130434783	0.55	416
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	4797	7	LASK	SV Mattersburg	1	1.708333333	-0.421052632	1.2	1.357142857	-0.7	-0.111111111	2.041666667	1.210526316	417
Bundesliga  Bundesliga	2018	12	Sa	0.708333333	2035	7	FC Wacker Innsbruck	Wolfsberger AC	0	0.8	0.3	-0.375	-0.333333333	0.272727273	0.333333333	1.1	1.6	418
Bundesliga  Bundesliga	2018	12	So	0.708333333	16582	7	FK Austria Wien	SK Rapid Wien	5	0.75	0.2	0.6	0.1	0.642857143	-0.1875	1.65	1.433333333	419
Bundesliga  Bundesliga	2018	12	So	0.604166667	5727	3	Red Bull Salzburg	SKN St. Pölten	4	2.3	0.95	1.538461538	2	0.777777778	1.090909091	2.666666667	1.9	420
Bundesliga  Bundesliga	2018	12	So	0.604166667	2543	8	SC Rheindorf Altach	TSV Hartberg	5	0.35	0.05	-0.888888889	0.181818182	0.454545455	-0.444444444	0.85	1.5	421
Europa League  Europa League	2019	02	Do	0.875	16457	60	FC Brügge	Red Bull Salzburg	1	0	1.870967742	0	0	1.714285714	2	0	2.677419355	422
Europa League  Europa League	2019	02	Do	0.788194444	23850	60	SK Rapid Wien	Inter Mailand	-1	1.096774194	0	0.642857143	-0.470588235	0	0	1.387096774	0	423
ÖFB-Cup  ÖFB-Cup	2019	02	Fr	0.791666667	12295	61	Grazer AK 1902	FK Austria Wien	1	0	0.571428571	0	0	1	0.1	0	1.714285714	424
ÖFB-Cup  ÖFB-Cup	2019	02	Sa	0.5	5328	63	LASK	SKN St. Pölten	6	1.68	0.714285714	1.181818182	1.357142857	0.777777778	0.666666667	2.08	1.80952381	425
ÖFB-Cup  ÖFB-Cup	2019	02	So	0.625	2170	3	SC Wiener Neustadt	Red Bull Salzburg	-1	0	1.78125	0	0	1.714285714	1.833333333	0	2.59375	426
ÖFB-Cup  ÖFB-Cup	2019	02	So	0.71875	12700	3	SK Rapid Wien	TSV Hartberg	3	1.03125	-0.19047619	0.533333333	-0.470588235	0.454545455	-0.9	1.34375	1.428571429	427
Europa League  Europa League	2019	02	Do	0.788194444	24717	4	Red Bull Salzburg	FC Brügge	4	2.303030303	1	1.714285714	1.789473684	1	0	2.606060606	3	428
Bundesliga  Bundesliga	2019	02	Fr	0.8125	6009	7	LASK	FK Austria Wien	2	1.846153846	0.5	1.583333333	1.357142857	1	0	2.115384615	1.636363636	429
Bundesliga  Bundesliga	2019	02	Sa	0.708333333	3198	70	Wolfsberger AC	SC Rheindorf Altach	0	0.857142857	-0.047619048	0.272727273	0.3	-0.3	0.181818182	1.571428571	0.952380952	430
Bundesliga  Bundesliga	2019	02	Sa	0.708333333	1957	70	FC Admira Wacker Mödling	FC Wacker Innsbruck	3	-0.142857143	-0.333333333	-1.1	-1.454545455	-0.333333333	-0.333333333	0.523809524	1.095238095	431
Bundesliga  Bundesliga	2019	02	So	0.604166667	6200	71	SV Mattersburg	SK Sturm Graz	0	0.4	-0.25	-0.7	-0.2	0.090909091	-0.538461538	1.15	1.208333333	432
Bundesliga  Bundesliga	2019	02	So	0.708333333	19440	3	SK Rapid Wien	Red Bull Salzburg	2	1.090909091	1.823529412	0.6875	-0.470588235	1.866666667	1.789473684	1.393939394	2.617647059	433
Bundesliga  Bundesliga	2019	02	So	0.604166667	1965	8	TSV Hartberg	SKN St. Pölten	0	1.090909091	0.409090909	0.454545455	-1.090909091	0.777777778	0.153846154	1.363636364	1.727272727	434
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	6111	6	Red Bull Salzburg	Wolfsberger AC	3	2.285714286	0.272727273	1.866666667	1.6	0.25	0.3	2.542857143	1.545454545	435
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	7195	6	SKN St. Pölten	SK Rapid Wien	-4	1.260869565	0.147058824	0.777777778	0.142857143	0.764705882	-0.470588235	1.695652174	1.441176471	436
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	3618	7	SC Rheindorf Altach	FC Admira Wacker Mödling	-1	0.545454545	-1.090909091	-0.3	0.166666667	-0.727272727	-1.454545455	0.954545455	0.636363636	437
Bundesliga  Bundesliga	2019	03	So	0.604166667	8422	9	FK Austria Wien	TSV Hartberg	2	0.913043478	-0.304347826	1	-0.166666667	0.416666667	-1.090909091	1.565217391	1.347826087	438
Bundesliga  Bundesliga	2019	03	So	0.604166667	11154	7	SK Sturm Graz	LASK	-3	0.56	1.481481481	0.090909091	-0.5	1.615384615	1.357142857	1.2	2.148148148	439
Bundesliga  Bundesliga	2019	03	So	0.708333333	2873	7	FC Wacker Innsbruck	SV Mattersburg	-1	0.727272727	-0.428571429	-0.333333333	-0.538461538	-0.636363636	-0.2	1.045454545	1.142857143	440
Europa League  Europa League	2019	03	Do	0.875	32579	5	SSC Neapel	Red Bull Salzburg	3	0	1.75	0	0	1.9375	1.6	0	2.555555556	441
Bundesliga  Bundesliga	2019	03	So	0.708333333	9380	7	FK Austria Wien	SC Rheindorf Altach	-2	0.958333333	-0.086956522	1.083333333	-0.166666667	-0.363636364	0.166666667	1.625	0.913043478	442
Bundesliga  Bundesliga	2019	03	So	0.708333333	10142	7	Red Bull Salzburg	SK Sturm Graz	0	2.243243243	-0.346153846	1.9375	1.380952381	-0.166666667	-0.5	2.486486486	1.153846154	443
Bundesliga  Bundesliga	2019	03	So	0.708333333	5521	7	LASK	FC Wacker Innsbruck	2	1.892857143	-0.47826087	1.615384615	1.466666667	-0.4	-0.538461538	2.178571429	1	444
Bundesliga  Bundesliga	2019	03	So	0.708333333	2350	8	FC Admira Wacker Mödling	SKN St. Pölten	1	0.043478261	0.208333333	-0.727272727	-1.25	0.3	0.142857143	0.739130435	1.625	445
Bundesliga  Bundesliga	2019	03	So	0.708333333	3678	8	TSV Hartberg	Wolfsberger AC	0	1.083333333	0.130434783	0.416666667	-1.166666667	0.25	0	1.291666667	1.47826087	446
Bundesliga  Bundesliga	2019	03	So	0.708333333	10200	8	SV Mattersburg	SK Rapid Wien	1	0.409090909	0.257142857	-0.636363636	-0.090909091	0.764705882	-0.222222222	1.227272727	1.485714286	447
Europa League  Europa League	2019	03	Do	0.788194444	29520	4	Red Bull Salzburg	SSC Neapel	2	2.184210526	3	1.823529412	1.380952381	3	0	2.447368421	3	448
Bundesliga  Bundesliga	2019	03	So	0.708333333	14643	7	SK Sturm Graz	FK Austria Wien	1	0.407407407	0.36	-0.166666667	-0.466666667	0.846153846	-0.166666667	1.148148148	1.56	449
Bundesliga  Bundesliga	2019	03	So	0.708333333	6476	3	FC Wacker Innsbruck	Red Bull Salzburg	-2	0.625	1.58974359	-0.4	-0.642857143	1.833333333	1.380952381	0.958333333	2.461538462	450
Bundesliga  Bundesliga	2019	03	So	0.708333333	4072	7	SC Rheindorf Altach	LASK	-1	0.583333333	1.551724138	-0.363636364	0.307692308	1.642857143	1.466666667	1	2.206896552	451
Bundesliga  Bundesliga	2019	03	So	0.708333333	3041	7	SKN St. Pölten	SV Mattersburg	-1	1.08	-0.304347826	0.3	0.066666667	-0.5	-0.090909091	1.56	1.304347826	452
Bundesliga  Bundesliga	2019	03	So	0.708333333	4488	7	Wolfsberger AC	FC Admira Wacker Mödling	0	0.791666667	-0.916666667	0.25	0	-0.583333333	-1.25	1.458333333	0.833333333	453
Bundesliga  Bundesliga	2019	03	So	0.708333333	19200	7	SK Rapid Wien	TSV Hartberg	0	1.194444444	-0.36	0.764705882	-0.263157895	0.384615385	-1.166666667	1.444444444	1.28	454
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	11600	13	SK Rapid Wien	FC Admira Wacker Mödling	3	1.162162162	-0.88	0.722222222	-0.263157895	-0.583333333	-1.153846154	1.432432432	0.84	455
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	4048	13	SC Rheindorf Altach	SV Mattersburg	1	0.52	-0.25	-0.416666667	0.307692308	-0.5	0	0.96	1.375	456
Bundesliga  Bundesliga	2019	03	Sa	0.708333333	4635	13	TSV Hartberg	FC Wacker Innsbruck	-2	1.076923077	-0.6	0.384615385	-1.076923077	-0.545454545	-0.642857143	1.269230769	0.92	457
Bundesliga  Bundesliga	2019	03	So	0.708333333	10228	14	Red Bull Salzburg	FK Austria Wien	4	2.175	0.307692308	1.833333333	1.409090909	0.846153846	-0.230769231	2.475	1.5	458
Bundesliga  Bundesliga	2019	03	So	0.604166667	8567	14	SK Sturm Graz	SKN St. Pölten	-1	0.428571429	0.115384615	-0.076923077	-0.466666667	0.181818182	0.066666667	1.214285714	1.5	459
Bundesliga  Bundesliga	2019	03	So	0.604166667	3691	14	Wolfsberger AC	LASK	-3	0.76	1.533333333	0.230769231	0	1.642857143	1.4375	1.44	2.233333333	460
ÖFB-Cup  ÖFB-Cup	2019	04	Mi	0.75	13301	3	Grazer AK 1902	Red Bull Salzburg	-6	1	1.658536585	1	0	1.947368421	1.409090909	3	2.487804878	461
ÖFB-Cup  ÖFB-Cup	2019	04	Mi	0.854166667	6087	3	LASK	SK Rapid Wien	0	1.935483871	0.289473684	1.642857143	1.529411765	0.842105263	-0.263157895	2.258064516	1.473684211	462
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	7413	3	FC Wacker Innsbruck	SK Rapid Wien	-2	0.576923077	0.282051282	-0.545454545	-0.466666667	0.842105263	-0.25	1	1.461538462	463
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	1850	7	FC Admira Wacker Mödling	SC Rheindorf Altach	0	0.153846154	0	-0.583333333	-1.285714286	-0.307692308	0.307692308	0.807692308	1.038461538	464
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	2000	7	SV Mattersburg	TSV Hartberg	3	0.48	-0.407407407	-0.5	-0.076923077	0.214285714	-1.076923077	1.32	1.222222222	465
Bundesliga  Bundesliga	2019	04	So	0.604166667	10150	7	FK Austria Wien	SK Sturm Graz	-1	0.814814815	-0.310344828	0.846153846	-0.5	-0.142857143	-0.466666667	1.444444444	1.172413793	466
Bundesliga  Bundesliga	2019	04	So	0.708333333	6087	4	LASK	Red Bull Salzburg	-2	1.875	1.761904762	1.533333333	1.529411765	1.947368421	1.608695652	2.21875	2.5	467
Bundesliga  Bundesliga	2019	04	So	0.604166667	2277	7	SKN St. Pölten	Wolfsberger AC	-2	1	0	0.181818182	0.125	0	0	1.555555556	1.384615385	468
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	12300	7	SK Rapid Wien	SV Mattersburg	1	1.225	-0.153846154	0.842105263	-0.142857143	-0.230769231	-0.076923077	1.5	1.384615385	469
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	2363	7	FC Wacker Innsbruck	FC Admira Wacker Mödling	-2	0.481481481	-0.925925926	-0.666666667	-0.466666667	-0.538461538	-1.285714286	0.962962963	0.814814815	470
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	1832	7	TSV Hartberg	SC Rheindorf Altach	-1	0.928571429	0	0.214285714	-1.214285714	-0.307692308	0.285714286	1.178571429	1.037037037	471
Bundesliga  Bundesliga	2019	04	So	0.604166667	3357	7	Wolfsberger AC	FK Austria Wien	0	0.703703704	0.107142857	0	0.153846154	0.714285714	-0.5	1.444444444	1.392857143	472
Bundesliga  Bundesliga	2019	04	So	0.708333333	11133	7	Red Bull Salzburg	SK Sturm Graz	2	2.302325581	-0.266666667	1.947368421	1.625	-0.142857143	-0.375	2.511627907	1.233333333	473
Bundesliga  Bundesliga	2019	04	So	0.604166667	5187	7	LASK	SKN St. Pölten	0	1.757575758	0.071428571	1.3125	1.529411765	0	0.125	2.151515152	1.5	474
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	5912	7	SC Rheindorf Altach	SK Rapid Wien	0	0.571428571	0.341463415	-0.307692308	0.333333333	0.85	-0.142857143	1.107142857	1.536585366	475
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	1800	7	SV Mattersburg	FC Wacker Innsbruck	2	0.592592593	-0.607142857	-0.230769231	-0.142857143	-0.769230769	-0.466666667	1.333333333	0.928571429	476
Bundesliga  Bundesliga	2019	04	So	0.708333333	8050	7	FK Austria Wien	LASK	0	0.75862069	1.382352941	0.714285714	-0.466666667	1.235294118	1.529411765	1.379310345	2.117647059	477
Bundesliga  Bundesliga	2019	04	So	0.604166667	9376	7	SK Sturm Graz	Wolfsberger AC	-1	0.419354839	0.071428571	-0.142857143	-0.470588235	0	0.153846154	1.193548387	1.428571429	478
Bundesliga  Bundesliga	2019	04	So	0.604166667	3514	7	SKN St. Pölten	Red Bull Salzburg	0	0.862068966	1.772727273	0	0.117647059	1.95	1.625	1.482758621	2.522727273	479
Bundesliga  Bundesliga	2019	04	Di	0.791666667	4000	3	TSV Hartberg	SK Rapid Wien	-2	0.862068966	0.333333333	0.133333333	-1.214285714	0.85	-0.136363636	1.137931034	1.523809524	480
Bundesliga  Bundesliga	2019	04	Di	0.791666667	1600	3	FC Admira Wacker Mödling	SV Mattersburg	-2	0.25	-0.107142857	-0.538461538	-1.066666667	-0.071428571	-0.142857143	0.892857143	1.392857143	481
Bundesliga  Bundesliga	2019	04	Di	0.791666667	2782	3	FC Wacker Innsbruck	SC Rheindorf Altach	-4	0.413793103	0.034482759	-0.769230769	-0.5625	-0.285714286	0.333333333	0.896551724	1.103448276	482
Bundesliga  Bundesliga	2019	04	Mi	0.791666667	7850	3	FK Austria Wien	SKN St. Pölten	0	0.733333333	0.066666667	0.666666667	-0.466666667	0	0.117647059	1.366666667	1.466666667	483
Bundesliga  Bundesliga	2019	04	Mi	0.791666667	5652	3	LASK	SK Sturm Graz	-1	1.714285714	-0.34375	1.235294118	1.444444444	-0.2	-0.470588235	2.085714286	1.15625	484
Bundesliga  Bundesliga	2019	04	Mi	0.791666667	6181	3	Red Bull Salzburg	Wolfsberger AC	2	2.266666667	0.103448276	1.95	1.56	0	0.214285714	2.488888889	1.482758621	485
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	13100	4	SK Rapid Wien	TSV Hartberg	-1	1.302325581	-0.566666667	0.85	-0.043478261	0	-1.214285714	1.558139535	1.1	486
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	1800	4	SV Mattersburg	FC Admira Wacker Mödling	0	0.689655172	-0.862068966	-0.071428571	0	-0.642857143	-1.066666667	1.448275862	0.862068966	487
Bundesliga  Bundesliga	2019	04	Sa	0.708333333	4087	4	SC Rheindorf Altach	FC Wacker Innsbruck	-3	0.666666667	-0.766666667	-0.285714286	0.5625	-1	-0.5625	1.166666667	0.866666667	488
Bundesliga  Bundesliga	2019	04	So	0.604166667	4020	4	SKN St. Pölten	FK Austria Wien	-1	0.870967742	0.096774194	0	0.111111111	0.625	-0.466666667	1.451612903	1.35483871	489
Bundesliga  Bundesliga	2019	04	So	0.708333333	9267	4	SK Sturm Graz	LASK	-1	0.424242424	1.277777778	-0.2	-0.388888889	1.111111111	1.444444444	1.212121212	2.027777778	490
