,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,home_goals,guest_goals
198,2009-10-23,19:00,FK Austria Wien Amateure,FC Lustenau,2. Liga,2009/10,13,Johann Dihanich,Nenad Bjelica,3,0
199,2009-10-23,19:00,FC Admira Wacker Mödling,FC Dornbirn,2. Liga,2009/10,13,Walter Schachner,Armand Benneker,4,0
200,2009-10-23,19:00,FC Gratkorn,Red Bull Juniors Salzburg,2. Liga,2009/10,13,Michael Fuchs †,Niko Kovac,1,2
201,2009-10-23,19:00,FC Wacker Innsbruck,TSV Hartberg,2. Liga,2009/10,13,Walter Kogler,Bruno Friesenbichler,6,0
202,2009-10-23,19:00,SKN St. Pölten,First Vienna FC,2. Liga,2009/10,13,Martin Scherb,Peter Stöger,0,2
203,2009-10-24,15:15,SC Rheindorf Altach,SC Austria Lustenau,2. Liga,2009/10,13,Adi Hütter,Edmund Stöhr,1,2
204,2009-10-24,18:00,SK Austria Kärnten,SV Kapfenberg,Bundesliga,2009/10,12,Frenkie Schinkels,Werner Gregoritsch,1,1
205,2009-10-25,15:30,FK Austria Wien,LASK,Bundesliga,2009/10,12,Karl Daxbacher,Matthias Hamann,3,0
206,2009-10-25,18:00,SK Rapid Wien,SV Mattersburg,Bundesliga,2009/10,12,Peter Pacult,Franz Lederer,4,0
207,2009-10-25,18:00,SC Wiener Neustadt,SK Sturm Graz,Bundesliga,2009/10,12,Helmut Kraft,Franco Foda,0,0
208,2009-10-25,18:00,Red Bull Salzburg,SV Ried,Bundesliga,2009/10,12,Huub Stevens,Paul Gludovatz,1,1
209,2009-10-28,18:30,LASK,Red Bull Salzburg,Bundesliga,2009/10,13,Matthias Hamann,Huub Stevens,0,0
210,2009-10-28,18:30,SV Mattersburg,SK Sturm Graz,Bundesliga,2009/10,13,Franz Lederer,Franco Foda,0,2
211,2009-10-28,18:30,SV Kapfenberg,FK Austria Wien,Bundesliga,2009/10,13,Werner Gregoritsch,Karl Daxbacher,1,0
212,2009-10-28,18:30,SV Ried,SC Wiener Neustadt,Bundesliga,2009/10,13,Paul Gludovatz,Helmut Kraft,3,0
213,2009-10-28,20:30,SK Austria Kärnten,SK Rapid Wien,Bundesliga,2009/10,13,Frenkie Schinkels,Peter Pacult,1,3
214,2009-10-30,19:00,FC Dornbirn,FC Lustenau,2. Liga,2009/10,14,Armand Benneker,Nenad Bjelica,2,0
215,2009-10-30,19:00,First Vienna FC,FC Admira Wacker Mödling,2. Liga,2009/10,14,Peter Stöger,Walter Schachner,0,4
216,2009-10-30,19:00,Red Bull Juniors Salzburg,SKN St. Pölten,2. Liga,2009/10,14,Niko Kovac,Martin Scherb,3,3
217,2009-10-30,19:00,TSV Hartberg,FC Gratkorn,2. Liga,2009/10,14,Bruno Friesenbichler,Michael Fuchs †,0,3
218,2009-10-30,19:00,FK Austria Wien Amateure,SC Rheindorf Altach,2. Liga,2009/10,14,Johann Dihanich,Adi Hütter,0,1
219,2009-10-31,15:15,SC Austria Lustenau,FC Wacker Innsbruck,2. Liga,2009/10,14,Edmund Stöhr,Walter Kogler,2,2
220,2009-10-31,18:00,SK Sturm Graz,SK Austria Kärnten,Bundesliga,2009/10,14,Franco Foda,Frenkie Schinkels,4,0
221,2009-10-31,18:00,SC Wiener Neustadt,FK Austria Wien,Bundesliga,2009/10,14,Helmut Kraft,Karl Daxbacher,4,3
222,2009-10-31,18:00,SK Rapid Wien,SV Ried,Bundesliga,2009/10,14,Peter Pacult,Paul Gludovatz,1,0
223,2009-10-31,18:00,Red Bull Salzburg,SV Mattersburg,Bundesliga,2009/10,14,Huub Stevens,Franz Lederer,2,0
224,2009-11-01,15:30,SV Kapfenberg,LASK,Bundesliga,2009/10,14,Werner Gregoritsch,Matthias Hamann,7,2
225,2009-11-03,19:00,FC Admira Wacker Mödling,Red Bull Juniors Salzburg,2. Liga,2009/10,15,Walter Schachner,Niko Kovac,3,0
226,2009-11-03,19:00,FC Dornbirn,FK Austria Wien Amateure,2. Liga,2009/10,15,Armand Benneker,Johann Dihanich,2,1
227,2009-11-03,19:00,FC Lustenau,First Vienna FC,2. Liga,2009/10,15,Nenad Bjelica,Peter Stöger,3,1
228,2009-11-03,19:00,FC Gratkorn,SC Austria Lustenau,2. Liga,2009/10,15,Michael Fuchs †,Edmund Stöhr,2,2
229,2009-11-03,19:00,FC Wacker Innsbruck,SC Rheindorf Altach,2. Liga,2009/10,15,Walter Kogler,Adi Hütter,2,1
230,2009-11-03,19:00,SKN St. Pölten,TSV Hartberg,2. Liga,2009/10,15,Martin Scherb,Bruno Friesenbichler,2,0
231,2009-11-05,19:00,SK Sturm Graz,Panathinaikos Athen,Europa League,2009/10,Gruppe F,Franco Foda,?,0,1
232,2009-11-05,19:00,SK Rapid Wien,Hapoel Tel Aviv,Europa League,2009/10,Gruppe C,Peter Pacult,?,0,3
233,2009-11-05,21:05,SV Werder Bremen,FK Austria Wien,Europa League,2009/10,Gruppe L,?,Karl Daxbacher,2,0
234,2009-11-05,21:05,Levski Sofia,Red Bull Salzburg,Europa League,2009/10,Gruppe G,?,Huub Stevens,0,1
235,2009-11-06,20:00,TSV Hartberg,FC Admira Wacker Mödling,2. Liga,2009/10,16,Bruno Friesenbichler,Walter Schachner,0,3
236,2009-11-06,20:00,First Vienna FC,FC Dornbirn,2. Liga,2009/10,16,Peter Stöger,Armand Benneker,2,0
237,2009-11-06,20:00,SC Rheindorf Altach,FC Gratkorn,2. Liga,2009/10,16,Adi Hütter,Michael Fuchs †,4,2
238,2009-11-06,20:00,FK Austria Wien Amateure,FC Wacker Innsbruck,2. Liga,2009/10,16,Johann Dihanich,Walter Kogler,0,5
239,2009-11-06,20:00,FC Lustenau,Red Bull Juniors Salzburg,2. Liga,2009/10,16,Nenad Bjelica,Niko Kovac,0,2
240,2009-11-07,16:15,SC Austria Lustenau,SKN St. Pölten,2. Liga,2009/10,16,Edmund Stöhr,Martin Scherb,1,0
241,2009-11-07,18:00,SV Mattersburg,SV Kapfenberg,Bundesliga,2009/10,15,Franz Lederer,Werner Gregoritsch,4,1
242,2009-11-08,15:30,FK Austria Wien,SK Sturm Graz,Bundesliga,2009/10,15,Karl Daxbacher,Franco Foda,1,0
243,2009-11-08,18:00,SV Ried,SK Austria Kärnten,Bundesliga,2009/10,15,Paul Gludovatz,Frenkie Schinkels,1,0
244,2009-11-08,18:00,SC Wiener Neustadt,Red Bull Salzburg,Bundesliga,2009/10,15,Helmut Kraft,Huub Stevens,2,3
245,2009-11-08,18:00,LASK,SK Rapid Wien,Bundesliga,2009/10,15,Matthias Hamann,Peter Pacult,3,3
246,2009-11-20,19:00,First Vienna FC,FK Austria Wien Amateure,2. Liga,2009/10,17,Peter Stöger,Johann Dihanich,0,2
247,2009-11-20,19:00,SKN St. Pölten,SC Rheindorf Altach,2. Liga,2009/10,17,Martin Scherb,Adi Hütter,1,0
248,2009-11-20,19:00,FC Admira Wacker Mödling,SC Austria Lustenau,2. Liga,2009/10,17,Walter Schachner,Edmund Stöhr,1,0
249,2009-11-20,19:00,FC Lustenau,TSV Hartberg,2. Liga,2009/10,17,Nenad Bjelica,Bruno Friesenbichler,2,2
250,2009-11-21,15:15,FC Gratkorn,FC Wacker Innsbruck,2. Liga,2009/10,17,Michael Fuchs †,Walter Kogler,0,3
251,2009-11-21,18:00,SK Sturm Graz,SV Ried,Bundesliga,2009/10,16,Franco Foda,Paul Gludovatz,0,2
252,2009-11-21,18:00,SK Austria Kärnten,SV Mattersburg,Bundesliga,2009/10,16,Frenkie Schinkels,Franz Lederer,0,3
253,2009-11-21,18:00,SV Kapfenberg,Red Bull Salzburg,Bundesliga,2009/10,16,Werner Gregoritsch,Huub Stevens,0,2
254,2009-11-22,15:30,SK Rapid Wien,FK Austria Wien,Bundesliga,2009/10,16,Peter Pacult,Karl Daxbacher,4,1
255,2009-11-25,19:00,SK Rapid Wien,SK Sturm Graz,Bundesliga,2009/10,1,Peter Pacult,Franco Foda,2,1
256,2009-11-25,19:00,SC Wiener Neustadt,LASK,Bundesliga,2009/10,16,Helmut Kraft,Matthias Hamann,4,1
257,2009-11-27,18:00,SC Austria Lustenau,FC Lustenau,2. Liga,2009/10,18,Edmund Stöhr,Nenad Bjelica,4,1
258,2009-11-27,18:00,TSV Hartberg,FC Dornbirn,2. Liga,2009/10,18,Bruno Friesenbichler,Armand Benneker,5,3
259,2009-11-27,18:00,Red Bull Juniors Salzburg,First Vienna FC,2. Liga,2009/10,18,Niko Kovac,Peter Stöger,2,1
260,2009-11-27,18:00,FC Wacker Innsbruck,SKN St. Pölten,2. Liga,2009/10,18,Walter Kogler,Martin Scherb,2,2
261,2009-11-27,20:30,SV Ried,SV Mattersburg,Bundesliga,2009/10,17,Paul Gludovatz,Franz Lederer,0,0
262,2009-11-28,15:15,SC Rheindorf Altach,FC Admira Wacker Mödling,2. Liga,2009/10,18,Adi Hütter,Walter Schachner,0,0
263,2009-11-28,18:00,LASK,SK Sturm Graz,Bundesliga,2009/10,17,Matthias Hamann,Franco Foda,2,2
264,2009-11-28,18:00,SV Kapfenberg,SC Wiener Neustadt,Bundesliga,2009/10,17,Werner Gregoritsch,Helmut Kraft,3,1
265,2009-11-28,18:00,FK Austria Wien,SK Austria Kärnten,Bundesliga,2009/10,17,Karl Daxbacher,Joze Prelogar,1,0
266,2009-11-29,15:30,Red Bull Salzburg,SK Rapid Wien,Bundesliga,2009/10,17,Huub Stevens,Peter Pacult,0,0
267,2009-12-02,19:00,Red Bull Salzburg,Lazio Rom,Europa League,2009/10,Gruppe G,Huub Stevens,?,2,1
268,2009-12-02,21:05,Hamburger SV,SK Rapid Wien,Europa League,2009/10,Gruppe C,?,Peter Pacult,2,0
269,2009-12-03,19:00,FK Austria Wien,Athletic Bilbao,Europa League,2009/10,Gruppe L,Karl Daxbacher,?,0,3
270,2009-12-03,21:05,Dinamo Bukarest,SK Sturm Graz,Europa League,2009/10,Gruppe F,?,Franco Foda,2,1
271,2009-12-04,19:00,SV Mattersburg,SC Wiener Neustadt,Bundesliga,2009/10,18,Franz Lederer,Helmut Kraft,1,3
272,2009-12-05,18:00,SK Rapid Wien,SV Kapfenberg,Bundesliga,2009/10,18,Peter Pacult,Werner Gregoritsch,3,1
273,2009-12-06,15:30,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2009/10,18,Franco Foda,Huub Stevens,0,0
274,2009-12-06,18:00,SV Ried,FK Austria Wien,Bundesliga,2009/10,18,Paul Gludovatz,Karl Daxbacher,0,2
275,2009-12-06,18:00,SK Austria Kärnten,LASK,Bundesliga,2009/10,18,Joze Prelogar,Matthias Hamann,1,1
276,2009-12-11,19:30,Red Bull Salzburg,SK Austria Kärnten,Bundesliga,2009/10,19,Huub Stevens,Joze Prelogar,1,0
277,2009-12-12,18:00,SC Wiener Neustadt,LASK,Bundesliga,2009/10,19,Helmut Kraft,Matthias Hamann,4,0
278,2009-12-12,18:00,SV Kapfenberg,SV Mattersburg,Bundesliga,2009/10,19,Werner Gregoritsch,Franz Lederer,2,2
279,2009-12-12,18:00,SK Rapid Wien,SV Ried,Bundesliga,2009/10,19,Peter Pacult,Paul Gludovatz,2,1
280,2009-12-13,16:00,SK Sturm Graz,FK Austria Wien,Bundesliga,2009/10,19,Franco Foda,Karl Daxbacher,2,2
281,2009-12-16,19:00,SK Sturm Graz,Galatasaray Istanbul,Europa League,2009/10,Gruppe F,Franco Foda,?,1,0
282,2009-12-16,21:05,CD Nacional,FK Austria Wien,Europa League,2009/10,Gruppe L,?,Karl Daxbacher,5,1
283,2009-12-17,19:00,SK Rapid Wien,Celtic Glasgow,Europa League,2009/10,Gruppe C,Peter Pacult,?,3,3
284,2009-12-17,21:05,FC Villarreal,Red Bull Salzburg,Europa League,2009/10,Gruppe G,?,Huub Stevens,0,1
285,2010-02-10,20:30,SK Sturm Graz,Red Bull Salzburg,ÖFB-Cup,2009/10,Achtelfinale,Franco Foda,Huub Stevens,2,0
286,2010-02-12,19:30,LASK,SK Rapid Wien,Bundesliga,2009/10,20,Helmut Kraft,Peter Pacult,4,2
287,2010-02-13,18:00,SV Ried,Red Bull Salzburg,Bundesliga,2009/10,20,Paul Gludovatz,Huub Stevens,1,2
288,2010-02-13,18:00,FK Austria Wien,SV Kapfenberg,Bundesliga,2009/10,20,Karl Daxbacher,Werner Gregoritsch,4,3
289,2010-02-13,18:00,SV Mattersburg,SC Wiener Neustadt,Bundesliga,2009/10,20,Franz Lederer,Peter Schöttel,1,0
290,2010-02-14,15:30,SK Austria Kärnten,SK Sturm Graz,Bundesliga,2009/10,20,Joze Prelogar,Franco Foda,0,3
291,2010-02-18,19:00,Standard Lüttich,Red Bull Salzburg,Europa League,2009/10,2.Runde Hinspiele,?,Huub Stevens,3,2
292,2010-02-19,19:30,SC Wiener Neustadt,SK Rapid Wien,Bundesliga,2009/10,21,Peter Schöttel,Peter Pacult,2,2
293,2010-02-20,18:00,SK Sturm Graz,SV Mattersburg,Bundesliga,2009/10,21,Franco Foda,Franz Lederer,4,0
294,2010-02-20,18:00,FK Austria Wien,SK Austria Kärnten,Bundesliga,2009/10,21,Karl Daxbacher,Joze Prelogar,4,1
295,2010-02-20,18:00,SV Kapfenberg,SV Ried,Bundesliga,2009/10,21,Werner Gregoritsch,Paul Gludovatz,1,1
296,2010-02-21,15:30,Red Bull Salzburg,LASK,Bundesliga,2009/10,21,Huub Stevens,Helmut Kraft,3,0
297,2010-02-25,21:05,Red Bull Salzburg,Standard Lüttich,Europa League,2009/10,2.Runde Rückspiele,Huub Stevens,?,0,0
298,2010-02-26,18:00,FK Austria Wien Amateure,FC Gratkorn,2. Liga,2009/10,18,Johann Dihanich,Michael Fuchs †,0,0
299,2010-02-26,18:00,FC Dornbirn,Red Bull Juniors Salzburg,2. Liga,2009/10,17,Armand Benneker,Niko Kovac,0,1
300,2010-02-26,19:30,SV Mattersburg,FK Austria Wien,Bundesliga,2009/10,22,Franz Lederer,Karl Daxbacher,1,1
301,2010-02-27,18:00,SV Ried,SC Wiener Neustadt,Bundesliga,2009/10,22,Paul Gludovatz,Peter Schöttel,0,1
302,2010-02-27,18:00,LASK,SK Sturm Graz,Bundesliga,2009/10,22,Helmut Kraft,Franco Foda,1,2
303,2010-02-27,18:00,SK Austria Kärnten,SV Kapfenberg,Bundesliga,2009/10,22,Joze Prelogar,Werner Gregoritsch,0,1
304,2010-02-28,15:30,SK Rapid Wien,Red Bull Salzburg,Bundesliga,2009/10,22,Peter Pacult,Huub Stevens,0,1
305,2010-03-05,19:00,FC Dornbirn,SC Austria Lustenau,2. Liga,2009/10,19,Armand Benneker,Edmund Stöhr,3,2
306,2010-03-05,19:00,SKN St. Pölten,FC Gratkorn,2. Liga,2009/10,19,Martin Scherb,Michael Fuchs †,3,2
307,2010-03-05,19:00,First Vienna FC,TSV Hartberg,2. Liga,2009/10,19,Peter Stöger,Bruno Friesenbichler,2,0
308,2010-03-05,19:00,FC Lustenau,SC Rheindorf Altach,2. Liga,2009/10,19,Slobodan Grubor,Adi Hütter,0,1
309,2010-03-05,19:00,Red Bull Juniors Salzburg,FK Austria Wien Amateure,2. Liga,2009/10,19,Niko Kovac,Johann Dihanich,1,1
310,2010-03-06,15:15,FC Admira Wacker Mödling,FC Wacker Innsbruck,2. Liga,2009/10,19,Walter Schachner,Walter Kogler,0,0
311,2010-03-06,18:00,Red Bull Salzburg,SC Wiener Neustadt,Bundesliga,2009/10,23,Huub Stevens,Peter Schöttel,1,1
312,2010-03-06,18:00,SK Sturm Graz,SV Ried,Bundesliga,2009/10,23,Franco Foda,Paul Gludovatz,1,0
313,2010-03-06,18:00,FK Austria Wien,LASK,Bundesliga,2009/10,23,Karl Daxbacher,Helmut Kraft,0,1
314,2010-03-06,18:00,SK Austria Kärnten,SV Mattersburg,Bundesliga,2009/10,23,Joze Prelogar,Franz Lederer,2,4
315,2010-03-07,15:30,SV Kapfenberg,SK Rapid Wien,Bundesliga,2009/10,23,Werner Gregoritsch,Peter Pacult,2,2
316,2010-03-09,18:30,FC Dornbirn,SV Ried,ÖFB-Cup,2009/10,Achtelfinale,?,Paul Gludovatz,0,2
317,2010-03-09,18:30,FC Dornbirn,SV Ried,ÖFB-Cup,2009/10,Achtelfinale,Armand Benneker,?,0,2
318,2010-03-09,19:00,SK Austria Kärnten,First Vienna FC,ÖFB-Cup,2009/10,Achtelfinale,?,Peter Stöger,3,2
319,2010-03-09,19:00,SK Austria Kärnten,First Vienna FC,ÖFB-Cup,2009/10,Achtelfinale,Joze Prelogar,?,3,2
320,2010-03-09,19:00,FC Wacker Innsbruck,SC Austria Lustenau,ÖFB-Cup,2009/10,Achtelfinale,Walter Kogler,Edmund Stöhr,0,1
321,2010-03-09,19:00,FC Lustenau,SC Wiener Neustadt,ÖFB-Cup,2009/10,Achtelfinale,?,Peter Schöttel,1,3
322,2010-03-09,19:00,LASK,FK Austria Wien,ÖFB-Cup,2009/10,Achtelfinale,Helmut Kraft,Karl Daxbacher,1,0
323,2010-03-09,19:00,FC Admira Wacker Mödling,FC Gratkorn,ÖFB-Cup,2009/10,Achtelfinale,Walter Schachner,Michael Fuchs †,1,1
324,2010-03-09,19:00,FC Lustenau,SC Wiener Neustadt,ÖFB-Cup,2009/10,Achtelfinale,Slobodan Grubor,?,1,3
325,2010-03-10,19:00,FC Blau Weiß Linz,SK Rapid Wien,ÖFB-Cup,2009/10,Achtelfinale,?,Peter Pacult,1,2
326,2010-03-12,19:00,SC Austria Lustenau,First Vienna FC,2. Liga,2009/10,20,Edmund Stöhr,Peter Stöger,2,1
327,2010-03-12,19:00,TSV Hartberg,Red Bull Juniors Salzburg,2. Liga,2009/10,20,Bruno Friesenbichler,Niko Kovac,2,1
328,2010-03-12,19:00,FK Austria Wien Amateure,SKN St. Pölten,2. Liga,2009/10,20,Johann Dihanich,Martin Scherb,4,1
329,2010-03-12,19:00,SC Rheindorf Altach,FC Dornbirn,2. Liga,2009/10,20,Adi Hütter,Armand Benneker,2,0
330,2010-03-12,19:00,FC Gratkorn,FC Admira Wacker Mödling,2. Liga,2009/10,20,Michael Fuchs †,Walter Schachner,0,1
331,2010-03-12,20:30,LASK,SK Austria Kärnten,Bundesliga,2009/10,24,Helmut Kraft,Joze Prelogar,0,0
332,2010-03-13,15:15,FC Wacker Innsbruck,FC Lustenau,2. Liga,2009/10,20,Walter Kogler,Slobodan Grubor,1,2
333,2010-03-13,18:00,SC Wiener Neustadt,SK Sturm Graz,Bundesliga,2009/10,24,Peter Schöttel,Franco Foda,0,0
334,2010-03-13,18:00,SV Ried,SV Mattersburg,Bundesliga,2009/10,24,Paul Gludovatz,Franz Lederer,3,0
335,2010-03-13,18:00,Red Bull Salzburg,SV Kapfenberg,Bundesliga,2009/10,24,Huub Stevens,Werner Gregoritsch,1,0
336,2010-03-14,15:30,SK Rapid Wien,FK Austria Wien,Bundesliga,2009/10,24,Peter Pacult,Karl Daxbacher,2,0
337,2010-03-19,18:00,First Vienna FC,SC Rheindorf Altach,2. Liga,2009/10,21,Peter Stöger,Adi Hütter,0,0
338,2010-03-19,18:00,Red Bull Juniors Salzburg,SC Austria Lustenau,2. Liga,2009/10,21,Niko Kovac,Edmund Stöhr,4,0
339,2010-03-19,18:00,FC Admira Wacker Mödling,SKN St. Pölten,2. Liga,2009/10,21,Walter Schachner,Martin Scherb,0,0
340,2010-03-19,18:00,FC Lustenau,FC Gratkorn,2. Liga,2009/10,21,Slobodan Grubor,Michael Fuchs †,3,3
341,2010-03-19,18:00,TSV Hartberg,FK Austria Wien Amateure,2. Liga,2009/10,21,Bruno Friesenbichler,Johann Dihanich,2,2
342,2010-03-19,20:30,SV Kapfenberg,SC Wiener Neustadt,Bundesliga,2009/10,25,Werner Gregoritsch,Peter Schöttel,2,3
343,2010-03-20,15:15,FC Dornbirn,FC Wacker Innsbruck,2. Liga,2009/10,21,Armand Benneker,Walter Kogler,0,3
344,2010-03-20,18:00,SK Austria Kärnten,SV Ried,Bundesliga,2009/10,25,Joze Prelogar,Paul Gludovatz,1,0
345,2010-03-20,18:00,SK Sturm Graz,SK Rapid Wien,Bundesliga,2009/10,25,Franco Foda,Peter Pacult,1,1
346,2010-03-20,18:00,SV Mattersburg,LASK,Bundesliga,2009/10,25,Franz Lederer,Helmut Kraft,2,1
347,2010-03-21,15:30,FK Austria Wien,Red Bull Salzburg,Bundesliga,2009/10,25,Karl Daxbacher,Huub Stevens,1,1
348,2010-03-23,18:00,SC Austria Lustenau,TSV Hartberg,2. Liga,2009/10,22,Edmund Stöhr,Bruno Friesenbichler,0,3
349,2010-03-23,18:00,SC Rheindorf Altach,Red Bull Juniors Salzburg,2. Liga,2009/10,22,Adi Hütter,Niko Kovac,3,1
350,2010-03-23,18:00,FK Austria Wien Amateure,FC Admira Wacker Mödling,2. Liga,2009/10,22,Johann Dihanich,Walter Schachner,2,2
351,2010-03-23,18:00,SKN St. Pölten,FC Lustenau,2. Liga,2009/10,22,Martin Scherb,Slobodan Grubor,2,0
352,2010-03-23,18:00,FC Gratkorn,FC Dornbirn,2. Liga,2009/10,22,Michael Fuchs †,Armand Benneker,1,2
353,2010-03-23,18:00,FC Wacker Innsbruck,First Vienna FC,2. Liga,2009/10,22,Walter Kogler,Peter Stöger,3,0
354,2010-03-23,20:30,SK Rapid Wien,SV Mattersburg,Bundesliga,2009/10,26,Peter Pacult,Franz Lederer,3,0
355,2010-03-24,19:30,SV Ried,FK Austria Wien,Bundesliga,2009/10,26,Paul Gludovatz,Karl Daxbacher,0,1
356,2010-03-24,19:30,LASK,SV Kapfenberg,Bundesliga,2009/10,26,Helmut Kraft,Werner Gregoritsch,1,1
357,2010-03-24,19:30,SC Wiener Neustadt,SK Austria Kärnten,Bundesliga,2009/10,26,Peter Schöttel,Joze Prelogar,2,1
358,2010-03-24,19:30,Red Bull Salzburg,SK Sturm Graz,Bundesliga,2009/10,26,Huub Stevens,Franco Foda,3,0
359,2010-03-26,19:00,SC Rheindorf Altach,FC Lustenau,2. Liga,2009/10,23,Adi Hütter,Slobodan Grubor,4,1
360,2010-03-26,19:00,FK Austria Wien Amateure,TSV Hartberg,2. Liga,2009/10,23,Johann Dihanich,Bruno Friesenbichler,3,2
361,2010-03-26,19:00,SC Austria Lustenau,FC Dornbirn,2. Liga,2009/10,23,Edmund Stöhr,Armand Benneker,1,0
362,2010-03-26,19:00,FC Wacker Innsbruck,FC Gratkorn,2. Liga,2009/10,23,Walter Kogler,Michael Fuchs †,2,1
363,2010-03-26,19:00,FC Admira Wacker Mödling,Red Bull Juniors Salzburg,2. Liga,2009/10,23,Walter Schachner,Niko Kovac,1,0
364,2010-03-27,15:15,First Vienna FC,SKN St. Pölten,2. Liga,2009/10,23,Peter Stöger,Martin Scherb,2,0
365,2010-03-27,18:00,SK Austria Kärnten,SK Rapid Wien,Bundesliga,2009/10,27,Joze Prelogar,Peter Pacult,2,4
366,2010-03-27,18:00,SV Kapfenberg,SK Sturm Graz,Bundesliga,2009/10,27,Werner Gregoritsch,Franco Foda,0,3
367,2010-03-27,18:00,SV Mattersburg,Red Bull Salzburg,Bundesliga,2009/10,27,Franz Lederer,Huub Stevens,1,6
368,2010-03-27,18:00,FK Austria Wien,SC Wiener Neustadt,Bundesliga,2009/10,27,Karl Daxbacher,Peter Schöttel,1,0
369,2010-03-28,15:30,LASK,SV Ried,Bundesliga,2009/10,27,Helmut Kraft,Paul Gludovatz,3,0
370,2010-03-30,19:00,SK Sturm Graz,FC Admira Wacker Mödling,ÖFB-Cup,2009/10,Viertelfinale,Franco Foda,?,1,0
371,2010-03-30,19:00,SK Sturm Graz,FC Admira Wacker Mödling,ÖFB-Cup,2009/10,Viertelfinale,?,Walter Schachner,1,0
372,2010-03-31,18:15,SK Austria Kärnten,SK Rapid Wien,ÖFB-Cup,2009/10,Viertelfinale,Joze Prelogar,Peter Pacult,3,2
373,2010-03-31,19:00,SV Ried,SC Austria Lustenau,ÖFB-Cup,2009/10,Viertelfinale,?,Edmund Stöhr,1,1
374,2010-03-31,19:00,SC Wiener Neustadt,LASK,ÖFB-Cup,2009/10,Viertelfinale,Peter Schöttel,Helmut Kraft,2,1
375,2010-03-31,19:00,SV Ried,SC Austria Lustenau,ÖFB-Cup,2009/10,Viertelfinale,Paul Gludovatz,?,1,1
376,2010-04-02,20:30,Red Bull Salzburg,SV Mattersburg,Bundesliga,2009/10,28,Huub Stevens,Franz Lederer,2,0
377,2010-04-03,18:00,SK Sturm Graz,SV Kapfenberg,Bundesliga,2009/10,28,Franco Foda,Werner Gregoritsch,1,1
378,2010-04-03,18:00,SK Rapid Wien,SK Austria Kärnten,Bundesliga,2009/10,28,Peter Pacult,Joze Prelogar,1,0
379,2010-04-03,18:00,SV Ried,LASK,Bundesliga,2009/10,28,Paul Gludovatz,Helmut Kraft,2,2
380,2010-04-04,15:30,SC Wiener Neustadt,FK Austria Wien,Bundesliga,2009/10,28,Peter Schöttel,Karl Daxbacher,0,1
381,2010-04-06,19:00,FC Gratkorn,FC Admira Wacker Mödling,2. Liga,2009/10,24,Michael Fuchs †,Walter Schachner,2,2
382,2010-04-06,19:00,SC Rheindorf Altach,FC Wacker Innsbruck,2. Liga,2009/10,24,Adi Hütter,Walter Kogler,3,0
383,2010-04-06,19:00,First Vienna FC,SC Austria Lustenau,2. Liga,2009/10,24,Peter Stöger,Edmund Stöhr,1,0
384,2010-04-06,19:00,FC Lustenau,FC Dornbirn,2. Liga,2009/10,24,Slobodan Grubor,Armand Benneker,2,0
385,2010-04-06,19:00,Red Bull Juniors Salzburg,FK Austria Wien Amateure,2. Liga,2009/10,24,Niko Kovac,Johann Dihanich,2,0
386,2010-04-06,19:00,TSV Hartberg,SKN St. Pölten,2. Liga,2009/10,24,Bruno Friesenbichler,Martin Scherb,1,2
387,2010-04-09,18:00,FC Wacker Innsbruck,FC Lustenau,2. Liga,2009/10,25,Walter Kogler,Slobodan Grubor,1,0
388,2010-04-09,18:00,SC Austria Lustenau,TSV Hartberg,2. Liga,2009/10,25,Edmund Stöhr,Bruno Friesenbichler,3,0
389,2010-04-09,18:00,SKN St. Pölten,Red Bull Juniors Salzburg,2. Liga,2009/10,25,Martin Scherb,Niko Kovac,2,0
390,2010-04-09,18:00,FC Dornbirn,First Vienna FC,2. Liga,2009/10,25,Armand Benneker,Peter Stöger,2,1
391,2010-04-09,18:00,FK Austria Wien Amateure,FC Gratkorn,2. Liga,2009/10,25,Johann Dihanich,Michael Fuchs †,2,3
392,2010-04-09,20:30,SV Ried,SK Rapid Wien,Bundesliga,2009/10,29,Paul Gludovatz,Peter Pacult,1,3
393,2010-04-10,15:15,FC Admira Wacker Mödling,SC Rheindorf Altach,2. Liga,2009/10,25,Walter Schachner,Adi Hütter,2,0
394,2010-04-10,18:00,SV Mattersburg,SV Kapfenberg,Bundesliga,2009/10,29,Franz Lederer,Werner Gregoritsch,3,1
395,2010-04-10,18:00,SK Austria Kärnten,Red Bull Salzburg,Bundesliga,2009/10,29,Joze Prelogar,Huub Stevens,0,2
396,2010-04-10,18:00,LASK,SC Wiener Neustadt,Bundesliga,2009/10,29,Helmut Kraft,Peter Schöttel,1,1
397,2010-04-11,15:30,FK Austria Wien,SK Sturm Graz,Bundesliga,2009/10,29,Karl Daxbacher,Franco Foda,1,0
398,2010-04-13,20:30,SK Rapid Wien,LASK,Bundesliga,2009/10,30,Peter Pacult,Helmut Kraft,0,0
399,2010-04-14,20:30,SC Wiener Neustadt,SV Mattersburg,Bundesliga,2009/10,30,Peter Schöttel,Franz Lederer,2,1
400,2010-04-14,20:30,SK Sturm Graz,SK Austria Kärnten,Bundesliga,2009/10,30,Franco Foda,Joze Prelogar,3,2
